"id"	"geneNum"	"description"	"definition"	"gene"
"GO:0006413"	43	"translational initiation"	"The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA."	"YAL035W,YBL013W,YBR079C,YDR091C,YDR117C,YDR211W,YDR429C,YEL034W,YER025W,YER153C,YGL031C,YGL049C,YGL107C,YGL173C,YGR054W,YGR083C,YGR148C,YGR162W,YJL138C,YJR007W,YJR014W,YJR066W,YKL139W,YKR026C,YKR059W,YLR192C,YLR291C,YMR146C,YMR260C,YMR309C,YNL007C,YNL244C,YOL023W,YOL139C,YOR204W,YOR260W,YOR276W,YOR361C,YPL119C,YPL237W,YPR016C,YPR041W,YPR163C"
"GO:0006414"	23	"translational elongation"	"The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis."	"YAL003W,YBR118W,YDL081C,YDL130W,YDR382W,YDR385W,YEL034W,YGL031C,YGR148C,YGR201C,YJR047C,YKL081W,YKR084C,YLR069C,YLR150W,YLR249W,YNL014W,YOL039W,YOR076C,YOR133W,YOR187W,YPL048W,YPR080W"
"GO:0006415"	16	"translational termination"	"The process resulting in the release of a polypeptide chain from the ribosome, usually in response to a termination codon (UAA, UAG, or UGA in the universal genetic code)."	"YBR143C,YDL229W,YDR091C,YDR172W,YDR429C,YDR432W,YER049W,YGL143C,YHR038W,YLR075W,YLR249W,YLR281C,YNL016W,YOL114C,YOR046C,YOR051C"
"GO:0006417"	57	"regulation of translation"	"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of proteins by the translation of mRNA or circRNA."	"YAL016W,YAL017W,YBL032W,YBR101C,YBR118W,YCR059C,YCR077C,YDL069C,YDL134C,YDL160C,YDL188C,YDR140W,YDR172W,YDR194C,YDR197W,YDR211W,YDR283C,YDR350C,YDR496C,YDR515W,YER025W,YER153C,YER165W,YFR009W,YGL049C,YGL169W,YGL195W,YGR054W,YGR083C,YGR162W,YGR222W,YGR271W,YHR015W,YKL204W,YKR026C,YKR084C,YLR291C,YLR398C,YML068W,YMR064W,YMR257C,YMR282C,YNL001W,YNL085W,YNL244C,YNR045W,YOL045W,YOL139C,YOR051C,YOR076C,YOR187W,YOR260W,YOR276W,YOR302W,YPL184C,YPR080W,YPR129W"
"GO:0006418"	33	"tRNA aminoacylation for protein translation"	"The synthesis of aminoacyl tRNA by the formation of an ester bond between the 3'-hydroxyl group of the most 3' adenosine of the tRNA and the alpha carboxylic acid  group of an amino acid, to be used in ribosome-mediated polypeptide synthesis."	"YBL076C,YBR121C,YCR024C,YDR023W,YDR037W,YDR268W,YDR341C,YER087W,YFL022C,YGL105W,YGL245W,YGR094W,YGR171C,YGR185C,YGR264C,YHR011W,YHR019C,YHR020W,YHR091C,YIL078W,YKL194C,YLL018C,YLR382C,YNL073W,YNL247W,YOL097C,YOR168W,YPL040C,YPL104W,YPL160W,YPR033C,YPR047W,YPR081C"
"GO:0006419"	1	"alanyl-tRNA aminoacylation"	"The process of coupling alanine to alanyl-tRNA, catalyzed by alanyl-tRNA synthetase. The alanyl-tRNA synthetase is a  class-II synthetases. The activated amino acid is transferred to the 3'-OH group of an alanine accetping tRNA."	"YOR335C"
"GO:0006420"	2	"arginyl-tRNA aminoacylation"	"The process of coupling arginine to arginyl-tRNA, catalyzed by arginyl-tRNA synthetase. The arginyl-tRNA synthetase is a  class-I synthetase. The activated amino acid is transferred to the 2'-OH group of an alanine accetping tRNA.  The  2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification."	"YDR341C,YHR091C"
"GO:0006421"	2	"asparaginyl-tRNA aminoacylation"	"The process of coupling asparagine to asparaginyl-tRNA, catalyzed by asparaginyl-tRNA synthetase. The asparaginyl-tRNA synthetase is a  class-II synthetase. The activated amino acid is transferred to the 3'-OH group of an asparagine-accetping tRNA."	"YCR024C,YHR019C"
"GO:0006422"	2	"aspartyl-tRNA aminoacylation"	"The process of coupling aspartate to aspartyl-tRNA, catalyzed by aspartyl-tRNA synthetase. The aspartyl-tRNA synthetase is a  class-II synthetase. The activated amino acid is transferred to the 3'-OH group of an aspartic acid  accetping tRNA."	"YLL018C,YPL104W"
"GO:0006423"	1	"cysteinyl-tRNA aminoacylation"	"The process of coupling cysteine to cysteinyl-tRNA, catalyzed by cysteinyl-tRNA synthetase. A cysteinyl-tRNA synthetase is a  class-I synthetase. The activated amino acid is transferred to the 2'-OH group of a cysteine-accetping tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification."	"YNL247W"
"GO:0006424"	2	"glutamyl-tRNA aminoacylation"	"The process of coupling glutamate to glutamyl-tRNA, catalyzed by glutamyl-tRNA synthetase. The glutamyl-tRNA synthetase is a  class-I synthetase. The activated amino acid is transferred to the 2'-OH group of a glutamic acid-accetping tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification."	"YGL245W,YOL033W"
"GO:0006425"	1	"glutaminyl-tRNA aminoacylation"	"The process of coupling glutamine to glutaminyl-tRNA, catalyzed by glutaminyl-tRNA synthetase. The glutaminyl-tRNA synthetase is a  class-I synthetase. The activated amino acid is transferred to the 2'-OH group of a glutamine-accetping tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification."	"YOR168W"
"GO:0006426"	2	"glycyl-tRNA aminoacylation"	"The process of coupling glycine to glycyl-tRNA, catalyzed by glycyl-tRNA synthetase. The glycyll-tRNA synthetase is a  class-II synthetase. The activated amino acid is transferred to the 3'-OH group of a glycine-accepting tRNA."	"YBR121C,YPR081C"
"GO:0006427"	1	"histidyl-tRNA aminoacylation"	"The process of coupling histidine to histidyl-tRNA, catalyzed by histidyl-tRNA synthetase. The histidyl-tRNA synthetase is a  class-II synthetase. The activated amino acid is transferred to the 3''-OH group of a histidine-accetping tRNA."	"YPR033C"
"GO:0006428"	2	"isoleucyl-tRNA aminoacylation"	"The process of coupling isoleucine to isoleucyl-tRNA, catalyzed by isoleucyl-tRNA synthetase. The isoleucyl-tRNA synthetase is a  class-I synthetase. The activated amino acid is transferred to the 2'-OH group of a isoleucine-accetping tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification."	"YBL076C,YPL040C"
"GO:0006429"	2	"leucyl-tRNA aminoacylation"	"The process of coupling leucine to leucyl-tRNA, catalyzed by leucyl-tRNA synthetase. The leucyl-tRNA synthetase is a  class-I synthetase. The activated amino acid is transferred to the 2'-OH group of a leucine-accetping tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification."	"YLR382C,YPL160W"
"GO:0006430"	2	"lysyl-tRNA aminoacylation"	"The process of coupling lysine to lysyl-tRNA, catalyzed by lysyl-tRNA synthetase. The lysyl-tRNA synthetase is a  class-II synthetase. The activated amino acid is transferred to the 3'-OH group of a lysine-accetping tRNA."	"YDR037W,YNL073W"
"GO:0006431"	2	"methionyl-tRNA aminoacylation"	"The process of coupling methionine to methionyl-tRNA, catalyzed by methionyl-tRNA synthetase. The methionyl-tRNA synthetase is a  class-I synthetase. The activated amino acid is transferred to the 2'-OH group of a methionine-accetping tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification."	"YGR171C,YGR264C"
"GO:0006432"	3	"phenylalanyl-tRNA aminoacylation"	"The process of coupling phenylalanine to phenylalanyl-tRNA, catalyzed by phenylalanyl-tRNA synthetase. The phenylalanyl-tRNA synthetase is a  class-II synthetase. However, unlike other class II enzymes, The activated amino acid is transferred to the 2'-OH group of a phenylalanine-accepting tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification."	"YFL022C,YLR060W,YPR047W"
"GO:0006433"	2	"prolyl-tRNA aminoacylation"	"The process of coupling proline to prolyl-tRNA, catalyzed by prolyl-tRNA synthetase. The prolyl-tRNA synthetase is a  class-II synthetase. The activated amino acid is transferred to the 3'-OH group of a methionine-accetping tRNA."	"YER087W,YHR020W"
"GO:0006434"	2	"seryl-tRNA aminoacylation"	"The process of coupling serine to seryl-tRNA, catalyzed by seryl-tRNA synthetase. The seryl-tRNA synthetase is a  class-II synthetase. The activated amino acid is transferred to the 3'-OH group of a serine-accetping tRNA."	"YDR023W,YHR011W"
"GO:0006435"	2	"threonyl-tRNA aminoacylation"	"The process of coupling threonine to threonyl-tRNA, catalyzed by threonyl-tRNA synthetase. The threonyl-tRNA synthetase is a  class-II synthetase. The activated amino acid is transferred to the 3'-OH group of a threonine-accetping tRNA."	"YIL078W,YKL194C"
"GO:0006436"	2	"tryptophanyl-tRNA aminoacylation"	"The process of coupling tryptophan to tryptophanyl-tRNA, catalyzed by tryptophanyl-tRNA synthetase. The tryptophanyl-tRNA synthetase is a  class-I synthetase. The activated amino acid is transferred to the 2'-OH group of a tryptophan-accetping tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification."	"YDR268W,YOL097C"
"GO:0006437"	2	"tyrosyl-tRNA aminoacylation"	"The process of coupling tyrosine to tyrosyl-tRNA, catalyzed by tyrosyl-tRNA synthetase. The tyrosyl-tRNA synthetase is a class-I synthetase. The activated amino acid is transferred to the 2'-OH group of a tyrosine-accetping tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification."	"YGR185C,YPL097W"
"GO:0006438"	1	"valyl-tRNA aminoacylation"	"The process of coupling valine to valyl-tRNA, catalyzed by valyl-tRNA synthetase. The valyl-tRNA synthetase is a  class-I synthetase. The activated amino acid is transferred to the 2'-OH group of a valine-accetping tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification."	"YGR094W"
"GO:0006446"	13	"regulation of translational initiation"	"Any process that modulates the frequency, rate or extent of translational initiation."	"YAL035W,YCR059C,YCR077C,YDL177C,YDL207W,YDR211W,YDR283C,YER165W,YGR083C,YKR026C,YLR291C,YOR260W,YPR041W"
"GO:0006448"	3	"regulation of translational elongation"	"Any process that modulates the frequency, rate, extent or accuracy of translational elongation."	"YFR009W,YGL195W,YML014W"
"GO:0006449"	8	"regulation of translational termination"	"Any process that modulates the frequency, rate or extent of translational termination."	"YAL003W,YDL207W,YER049W,YER176W,YML068W,YMR080C,YPL048W,YPL226W"
"GO:0006450"	13	"regulation of translational fidelity"	"Any process that modulates the ability of the translational apparatus to interpret the genetic code."	"YDL075W,YDL229W,YER049W,YGL169W,YGR118W,YGR285C,YHR064C,YJR123W,YLR406C,YNL040W,YNL209W,YNL244C,YPR132W"
"GO:0006451"	1	"translational readthrough"	"The continuation of translation beyond a stop codon by the use of a special tRNA that recognizes the UAG and UGA codons as modified amino acids, rather than as termination codons."	"YNL063W"
"GO:0006452"	6	"translational frameshifting"	"A mechanism whereby different proteins may result from a single mRNA molecule, due to a change in the parsing of three nucleotides per codon relative to an initiating AUG codon."	"YDL229W,YEL034W,YGR285C,YHR064C,YJR047C,YNL209W"
"GO:0006457"	90	"protein folding"	"The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure."	"YAL005C,YAL053W,YAL058W,YBL075C,YBR044C,YBR072W,YBR155W,YBR169C,YBR269C,YCL043C,YCR060W,YCR069W,YDL100C,YDL143W,YDL212W,YDR155C,YDR168W,YDR171W,YDR183W,YDR188W,YDR212W,YDR214W,YDR304C,YDR453C,YDR493W,YDR518W,YEL003W,YEL030W,YER007W,YER048C,YER103W,YFL016C,YFL023W,YFR041C,YGR132C,YGR142W,YGR231C,YHR034C,YHR057C,YHR142W,YHR176W,YIL005W,YIL016W,YIL142W,YJL008C,YJL014W,YJL111W,YJL117W,YJL179W,YJR032W,YJR045C,YJR064W,YKL073W,YKL117W,YKL195W,YLL024C,YLR090W,YLR200W,YLR216C,YLR259C,YML028W,YML048W,YML078W,YML094W,YMR138W,YMR186W,YMR200W,YMR214W,YNL007C,YNL064C,YNL135C,YNL148C,YNL153C,YNL281W,YNL310C,YNR028W,YOL088C,YOR020C,YOR027W,YOR232W,YOR265W,YOR281C,YOR288C,YOR349W,YPL106C,YPL221W,YPL240C,YPL241C,YPR024W,YPR158W"
"GO:0006458"	5	"'de novo' protein folding"	"The process of assisting in the folding of a nascent peptide chain into its correct tertiary structure."	"YFL016C,YLR259C,YMR200W,YNL064C,YPL240C"
"GO:0006465"	9	"signal peptide processing"	"The proteolytic removal of a signal peptide from a protein during or after transport to a specific location in the cell."	"YER017C,YGR101W,YIR022W,YJR010C-A,YKL100C,YLR066W,YML055W,YMR089C,YMR150C"
"GO:0006468"	119	"protein phosphorylation"	"The process of introducing a phosphate group on to a protein."	"YAL017W,YAR018C,YAR019C,YBL016W,YBL088C,YBR028C,YBR059C,YBR097W,YBR136W,YBR160W,YBR274W,YCL024W,YCR008W,YCR073C,YCR091W,YDL017W,YDL025C,YDL101C,YDL108W,YDL159W,YDL214C,YDR122W,YDR247W,YDR283C,YDR466W,YDR477W,YDR490C,YDR507C,YDR523C,YER123W,YER129W,YFL029C,YFL033C,YFR014C,YGL059W,YGL115W,YGL158W,YGL179C,YGL180W,YGR040W,YGR052W,YGR092W,YGR188C,YGR262C,YHL007C,YHR079C,YHR082C,YHR102W,YHR135C,YHR205W,YIL035C,YIL042C,YIL095W,YJL057C,YJL106W,YJL128C,YJL141C,YJL164C,YJL165C,YJL187C,YJR059W,YJR066W,YKL025C,YKL048C,YKL101W,YKL116C,YKL126W,YKL139W,YKL161C,YKL166C,YKL168C,YKL171W,YKL198C,YKL203C,YLL019C,YLR096W,YLR113W,YLR187W,YLR248W,YLR362W,YMR001C,YMR104C,YMR139W,YMR216C,YMR291W,YNL154C,YNL161W,YNL183C,YNL207W,YNL278W,YNL298W,YNL307C,YNR047W,YOL016C,YOL045W,YOL100W,YOL113W,YOL128C,YOR061W,YOR119C,YOR231W,YOR233W,YOR267C,YOR351C,YPL026C,YPL031C,YPL042C,YPL140C,YPL141C,YPL150W,YPL153C,YPL203W,YPL204W,YPL209C,YPL236C,YPR054W,YPR106W,YPR111W,YPR161C"
"GO:0006469"	2	"negative regulation of protein kinase activity"	"Any process that stops, prevents, or reduces the frequency, rate or extent of protein kinase activity."	"YGR086C,YPL004C"
"GO:0006470"	25	"protein dephosphorylation"	"The process of removing one or more phosphoric residues from a protein."	"YAL016W,YBL056W,YBR125C,YBR276C,YCR079W,YDL006W,YDL230W,YDR067C,YER075C,YER089C,YFR028C,YGR123C,YHR076W,YIL113W,YIR026C,YKL190W,YMR036C,YNL032W,YNL053W,YNL056W,YNL128W,YNL201C,YOR090C,YOR208W,YPR073C"
"GO:0006473"	2	"protein acetylation"	"The addition of an acetyl group to a protein amino acid. An acetyl group is CH3CO-, derived from acetic [ethanoic] acid."	"YEL066W,YPR193C"
"GO:0006474"	6	"N-terminal protein amino acid acetylation"	"The acetylation of the N-terminal amino acid of proteins."	"YCR020C-A,YDL040C,YEL053C,YHR013C,YOR253W,YPR051W"
"GO:0006479"	4	"protein methylation"	"The addition of a methyl group to a protein amino acid. A methyl group is derived from methane by the removal of a hydrogen atom."	"YBR133C,YKR029C,YLR137W,YNL092W"
"GO:0006480"	1	"N-terminal protein amino acid methylation"	"The methylation of the N-terminal amino acid of a protein."	"YBR261C"
"GO:0006481"	2	"C-terminal protein methylation"	"The methylation of the C-terminal amino acid of a protein."	"YDR410C,YDR435C"
"GO:0006482"	2	"protein demethylation"	"The removal of a methyl group, from a protein amino acid. A methyl group is derived from methane by the removal of a hydrogen atom."	"YER051W,YHR075C"
"GO:0006486"	55	"protein glycosylation"	"A protein modification process that results in the addition of a carbohydrate or carbohydrate derivative unit to a protein amino acid, e.g. the addition of glycan chains to proteins."	"YAL023C,YBL082C,YBR002C,YBR015C,YBR110W,YBR162W-A,YBR199W,YBR205W,YBR243C,YDL055C,YDL093W,YDL193W,YDL232W,YDR414C,YDR483W,YEL002C,YEL042W,YER001W,YER003C,YER005W,YGL022W,YGL065C,YGL226C-A,YGL257C,YGR036C,YGR199W,YGR227W,YHR204W,YIL014W,YIL049W,YIL085C,YJL002C,YJL139C,YJL183W,YJL186W,YJR061W,YJR131W,YKL201C,YKR061W,YMR013C,YMR101C,YMR149W,YNL048W,YNL219C,YNR030W,YNR059W,YOR002W,YOR067C,YOR085W,YOR099W,YOR336W,YPL050C,YPL053C,YPL227C,YPR183W"
"GO:0006487"	46	"protein N-linked glycosylation"	"A protein glycosylation process in which a carbohydrate or carbohydrate derivative unit is added to a protein via the N4 atom of peptidyl-asparagine, the omega-N of arginine, or the N1' atom peptidyl-tryptophan."	"YBR110W,YBR199W,YBR205W,YBR243C,YDL232W,YDR245W,YDR483W,YEL002C,YEL036C,YEL042W,YFL045C,YGL022W,YGL027C,YGL038C,YGL226C-A,YGR036C,YGR227W,YIL085C,YJL002C,YJL139C,YJL183W,YJR075W,YKL104C,YKL201C,YKR061W,YML019W,YML115C,YMR084W,YMR085W,YMR149W,YMR196W,YMR200W,YNL029C,YNL048W,YNL080C,YNL219C,YNR030W,YOR002W,YOR067C,YOR085W,YOR099W,YOR103C,YOR320C,YPL050C,YPL053C,YPL227C"
"GO:0006488"	10	"dolichol-linked oligosaccharide biosynthetic process"	"The chemical reactions and pathways resulting in the formation of dolichol-linked oligosaccharide, usually by a stepwise addition of glycosyl chains to endoplasmic reticulum membrane-bound dolichol-P."	"YBL020W,YBR070C,YBR243C,YGL047W,YGR227W,YIL049W,YJL002C,YNL219C,YNR030W,YPR183W"
"GO:0006490"	6	"oligosaccharide-lipid intermediate biosynthetic process"	"The chemical reactions and pathways resulting in the formation of an oligosaccharide-lipid intermediate, such as a molecule of dolichol-P-man or dolicol-P-Glc used in N-linked glycosylation."	"YBL082C,YBR110W,YGL065C,YNL048W,YOR002W,YOR067C"
"GO:0006491"	6	"N-glycan processing"	"The conversion of N-linked glycan (N = nitrogen) structures from the initially transferred oligosaccharide to a mature form, by the actions of glycosidases and glycosyltransferases. The early processing steps are conserved and play roles in glycoprotein folding and trafficking."	"YBR205W,YBR229C,YDR221W,YDR483W,YER001W,YJR061W"
"GO:0006493"	15	"protein O-linked glycosylation"	"A protein glycosylation process in which a carbohydrate or carbohydrate derivative unit is added to a protein via the hydroxyl group of peptidyl-serine, peptidyl-threonine, peptidyl-hydroxylysine, or peptidyl-hydroxyproline, or via the phenol group of peptidyl-tyrosine, forming an O-glycan."	"YAL023C,YBR199W,YBR205W,YDL095W,YDR483W,YER001W,YGL257C,YGR199W,YIL014W,YJR143C,YKL201C,YNR059W,YOR099W,YOR321W,YPL053C"
"GO:0006497"	3	"protein lipidation"	"The covalent attachment of lipid groups to an amino acid in a protein."	"YFR021W,YGR223C,YPL100W"
"GO:0006499"	1	"N-terminal protein myristoylation"	"The covalent attachment of a myristoyl group to the N-terminal amino acid residue of a protein."	"YLR195C"
"GO:0006501"	6	"C-terminal protein lipidation"	"The covalent attachment of a lipid group to the carboxy-terminus of a protein."	"YBR217W,YHR171W,YMR159C,YNL223W,YNR007C,YPL149W"
"GO:0006505"	2	"GPI anchor metabolic process"	"The chemical reactions and pathways involving glycosylphosphatidylinositol anchors, molecular mechanisms for attaching membrane proteins to the lipid bilayer of cell membranes. Structurally they consist of a molecule of phosphatidylinositol to which is linked, via the C-6 hydroxyl of the inositol, a carbohydrate chain. This chain is in turn linked to the protein through an ethanolamine phosphate group, the amino group of which is in amide linkage with the C-terminal carboxyl of the protein chain, the phosphate group being esterified to the C-6 hydroxyl of the terminal mannose of the core carbohydrate chain."	"YCR017C,YFL025C"
"GO:0006506"	30	"GPI anchor biosynthetic process"	"The chemical reactions and pathways resulting in the formation of a glycosylphosphatidylinositol (GPI) anchor that attaches some membrane proteins to the lipid bilayer of the cell membrane. The phosphatidylinositol group is linked via the C-6 hydroxyl residue of inositol to a carbohydrate chain which is itself linked to the protein via an ethanolamine phosphate group, its amino group forming an amide linkage with the C-terminal carboxyl of the protein. Some GPI anchors have variants on this canonical linkage."	"YBR004C,YCL052C,YCR017C,YCR044C,YDR182W,YDR302W,YDR434W,YDR437W,YGL084C,YGL142C,YGR216C,YHR188C,YIL039W,YJL062W,YJL091C,YJR013W,YKL165C,YLL031C,YLR088W,YLR242C,YLR459W,YMR281W,YNL038W,YNL158W,YOR149C,YPL076W,YPL096C-A,YPL175W,YPL189W,YPR183W"
"GO:0006507"	1	"GPI anchor release"	"The GPI anchor metabolic process that results in enzymatic cleavage of the anchor, releasing an anchored protein from the membrane."	"YJL132W"
"GO:0006508"	98	"proteolysis"	"The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds."	"YBL022C,YBL067C,YBL091C,YBR058C,YBR074W,YBR139W,YBR281C,YBR286W,YCL057W,YCR045C,YDL122W,YDL216C,YDR069C,YDR101C,YDR144C,YDR331W,YDR349C,YDR415C,YDR430C,YEL060C,YER017C,YER078C,YER098W,YER143W,YER144C,YFL044C,YFR004W,YFR006W,YFR010W,YFR044C,YFR052W,YGL203C,YGR098C,YGR101W,YHR024C,YHR028C,YHR047C,YHR113W,YHR132C,YHR134W,YIL015W,YIL031W,YIL108W,YIL137C,YIL156W,YIR022W,YIR039C,YJL001W,YJL156C,YJL172W,YJL197W,YJR099W,YJR117W,YKL100C,YKL103C,YKL134C,YKL157W,YKL171W,YKR087C,YKR098C,YLL029W,YLR120C,YLR121C,YLR163C,YLR299W,YLR389C,YMR035W,YMR089C,YMR114C,YMR150C,YMR154C,YMR223W,YMR274C,YMR297W,YMR304W,YNL045W,YNL123W,YNL186W,YNL223W,YNL238W,YNR020C,YOL057W,YOL128C,YOR003W,YOR124C,YOR157C,YOR197W,YOR219C,YOR256C,YPL020C,YPL072W,YPL154C,YPL191C,YPL246C,YPR024W,YPR103W,YPR122W,YPR191W"
"GO:0006511"	93	"ubiquitin-dependent protein catabolic process"	"The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of a ubiquitin group, or multiple ubiquitin groups, to the protein."	"YAL020C,YBL067C,YBR058C,YBR082C,YBR114W,YBR170C,YBR173C,YBR273C,YBR290W,YDL007W,YDL008W,YDL013W,YDL097C,YDL122W,YDL132W,YDL190C,YDR002W,YDR054C,YDR059C,YDR069C,YDR143C,YDR177W,YDR255C,YDR273W,YDR328C,YDR363W-A,YDR394W,YDR427W,YDR457W,YEL012W,YER021W,YER098W,YER125W,YER143W,YER144C,YFL009W,YFR010W,YFR052W,YGL004C,YGL011C,YGL058W,YGL141W,YGR003W,YGR135W,YGR253C,YHR027C,YHR115C,YHR200W,YIL075C,YIL156W,YJL047C,YJL048C,YJL197W,YJR052W,YJR099W,YKL010C,YKL054C,YKL059C,YKL145W,YKL210W,YKR017C,YKR098C,YLR024C,YLR127C,YLR368W,YLR421C,YML068W,YML092C,YMR100W,YMR119W,YMR247C,YMR276W,YMR304W,YMR314W,YNL008C,YNL116W,YNL159C,YNL186W,YNL230C,YOL013C,YOL038W,YOL054W,YOL133W,YOR042W,YOR080W,YOR117W,YOR261C,YOR362C,YOR371C,YPL046C,YPL072W,YPL084W,YPR108W"
